Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status
1000002,Kabul,"Kabul,Afghanistan",2004,AF,City,Active
1000003,Luanda,"Luanda,Luanda Province,Angola",9070431,AO,City,Active
1000004,The Valley,"The Valley,Anguilla",2660,AI,City,Active
1000010,Abu Dhabi,"Abu Dhabi,Abu Dhabi,United Arab Emirates",9041082,AE,City,Active
1000011,Ajman,"Ajman,Ajman,United Arab Emirates",9047096,AE,City,Active
1000012,Al Ain,"Al Ain,Abu Dhabi,United Arab Emirates",9041082,AE,City,Active
1000013,Dubai,"Dubai,Dubai,United Arab Emirates",9041083,AE,City,Active
1000014,Ras Al-Khaimah,"Ras Al-Khaimah,North Ras Al Khaimah,United Arab Emirates",9047098,AE,City,Active
1000018,Salta,"Salta,Salta Province,Argentina",20008,AR,City,Active
1000021,Avellaneda,"Avellaneda,Buenos Aires Province,Argentina",20009,AR,City,Active
1000024,Bahia Blanca,"Bahia Blanca,Buenos Aires Province,Argentina",20009,AR,City,Active
1000025,Balcarce,"Balcarce,Buenos Aires Province,Argentina",20009,AR,City,Active
1000027,Brandsen,"Brandsen,Buenos Aires Province,Argentina",20009,AR,City,Active
1000028,Campana,"Campana,Buenos Aires Province,Argentina",20009,AR,City,Active
1000029,Chacabuco,"Chacabuco,Buenos Aires Province,Argentina",20009,AR,City,Active
1000030,Colon,"Colon,Buenos Aires Province,Argentina",20009,AR,City,Active
1000031,Del Viso,"Del Viso,Pilar,Buenos Aires Province,Argentina",20009,AR,City,Active
1000035,Isidro Casanova,"Isidro Casanova,Buenos Aires Province,Argentina",20009,AR,City,Active
1000036,Junin,"Junin,Buenos Aires Province,Argentina",20009,AR,City,Active
1000037,La Plata,"La Plata,Buenos Aires Province,Argentina",20009,AR,City,Active
1000039,Lomas de Zamora,"Lomas de Zamora,Buenos Aires Province,Argentina",20009,AR,City,Active
1000040,Luis Guillon,"Luis Guillon,Buenos Aires Province,Argentina",20009,AR,City,Active
1000041,Lujan,"Lujan,Buenos Aires Province,Argentina",20009,AR,City,Active
1000042,Mar del Plata,"Mar del Plata,Buenos Aires Province,Argentina",20009,AR,City,Active
1000044,Moron,"Moron,Buenos Aires Province,Argentina",20009,AR,City,Active
1000045,Olavarria,"Olavarria,Buenos Aires Province,Argentina",20009,AR,City,Active
1000047,Pergamino,"Pergamino,Buenos Aires Province,Argentina",20009,AR,City,Active
1000050,Pinamar,"Pinamar,Buenos Aires Province,Argentina",20009,AR,City,Active
1000053,Quilmes,"Quilmes,Buenos Aires Province,Argentina",20009,AR,City,Active
1000058,San Antonio de Padua,"San Antonio de Padua,Buenos Aires Province,Argentina",20009,AR,City,Active
1000059,San Fernando,"San Fernando,Buenos Aires Province,Argentina",20009,AR,City,Active
1000060,San Isidro,"San Isidro,Buenos Aires Province,Argentina",20009,AR,City,Active
1000062,San Nicolas de los Arroyos,"San Nicolas de los Arroyos,Buenos Aires Province,Argentina",20009,AR,City,Active
1000063,San Pedro,"San Pedro,Buenos Aires Province,Argentina",20009,AR,City,Active
1000065,Tandil,"Tandil,Buenos Aires Province,Argentina",20009,AR,City,Active
1000066,Tortuguitas,"Tortuguitas,Buenos Aires Province,Argentina",20009,AR,City,Active
1000067,Trenque Lauquen,"Trenque Lauquen,Buenos Aires Province,Argentina",20009,AR,City,Active
1000069,Vicente Lopez,"Vicente Lopez,Buenos Aires Province,Argentina",20009,AR,City,Active
1000070,Villa Gesell,"Villa Gesell,Buenos Aires Province,Argentina",20009,AR,City,Active
1000072,Zarate,"Zarate,Buenos Aires Province,Argentina",20009,AR,City,Active
1000073,Buenos Aires,"Buenos Aires,Buenos Aires,Argentina",20010,AR,City,Active
1000075,Concepcion del Uruguay,"Concepcion del Uruguay,Entre Rios,Argentina",20011,AR,City,Active
1000077,Gualeguaychu,"Gualeguaychu,Entre Rios,Argentina",20011,AR,City,Active
1000078,Parana,"Parana,Entre Rios,Argentina",20011,AR,City,Active
1000080,La Rioja,"La Rioja,La Rioja Province,Argentina",20012,AR,City,Active
1000081,Santiago del Estero,"Santiago del Estero,Santiago del Estero Province,Argentina",21298,AR,City,Active
1000082,Resistencia,"Resistencia,Chaco Province,Argentina",20013,AR,City,Active
1000083,Roque Saenz Pena,"Roque Saenz Pena,Santa Fe Province,Argentina",20021,AR,City,Active
1000085,San Juan,"San Juan,San Juan Province,Argentina",20014,AR,City,Active
1000086,Catamarca,"Catamarca,Catamarca Province,Argentina",20015,AR,City,Active
1000088,General Pico,"General Pico,La Pampa Province,Argentina",20016,AR,City,Active
1000089,Santa Rosa,"Santa Rosa,La Pampa Province,Argentina",20016,AR,City,Active
1000092,Mendoza,"Mendoza,Mendoza Province,Argentina",20017,AR,City,Active
1000094,San Martin,"San Martin,Mendoza Province,Argentina",20017,AR,City,Active
1000095,San Rafael,"San Rafael,Mendoza Province,Argentina",20017,AR,City,Active
1000096,Posadas,"Posadas,Misiones Province,Argentina",20018,AR,City,Active
1000097,Formosa,"Formosa,Formosa Province,Argentina",21299,AR,City,Active
1000099,Neuquen,"Neuquen,Neuquen,Argentina",20019,AR,City,Active
1000100,San Martin de los Andes,"San Martin de los Andes,Neuquen,Argentina",20019,AR,City,Active
1000104,San Carlos de Bariloche,"San Carlos de Bariloche,Rio Negro,Argentina",20020,AR,City,Active
1000105,Viedma,"Viedma,Rio Negro,Argentina",20020,AR,City,Active
1000108,Rafaela,"Rafaela,Santa Fe Province,Argentina",20021,AR,City,Active
1000109,Rosario,"Rosario,Santa Fe Province,Argentina",20021,AR,City,Active
1000112,Santa Fe,"Santa Fe,Santa Fe Province,Argentina",20021,AR,City,Active
1000114,Venado Tuerto,"Venado Tuerto,Santa Fe Province,Argentina",20021,AR,City,Active
1000115,Villa Constitucion,"Villa Constitucion,Santa Fe Province,Argentina",20021,AR,City,Active
1000116,San Miguel de Tucuman,"San Miguel de Tucuman,Tucuman,Argentina",20022,AR,City,Active
1000117,Comodoro Rivadavia,"Comodoro Rivadavia,Chubut Province,Argentina",20023,AR,City,Active
1000119,Puerto Madryn,"Puerto Madryn,Chubut Province,Argentina",20023,AR,City,Active
1000121,Rio Grande,"Rio Grande,Tierra del Fuego Province,Argentina",20024,AR,City,Active
1000122,Ushuaia,"Ushuaia,Tierra del Fuego Province,Argentina",20024,AR,City,Active
1000123,Corrientes,"Corrientes,Corrientes Province,Argentina",20025,AR,City,Active
1000126,Cordoba,"Cordoba,Cordoba,Argentina",20026,AR,City,Active
1000128,Rio Cuarto,"Rio Cuarto,Cordoba,Argentina",20026,AR,City,Active
1000129,San Francisco,"San Francisco,Cordoba,Argentina",20026,AR,City,Active
1000130,Villa Maria,"Villa Maria,Cordoba,Argentina",20026,AR,City,Active
1000133,Jujuy,"Jujuy,Jujuy,Argentina",20027,AR,City,Active
1000134,Caleta Olivia,"Caleta Olivia,Santa Cruz Province,Argentina",20028,AR,City,Active
1000135,Rio Gallegos,"Rio Gallegos,Santa Cruz Province,Argentina",20028,AR,City,Active
1000138,Saint John's,"Saint John's,Antigua and Barbuda",2028,AG,City,Active
1000142,Canberra,"Canberra,Australian Capital Territory,Australia",20034,AU,City,Active
1000144,Barwon Downs,"Barwon Downs,Victoria,Australia",20040,AU,City,Active
1000148,Albury,"Albury,New South Wales,Australia",20035,AU,City,Active
1000149,Armidale,"Armidale,New South Wales,Australia",20035,AU,City,Active
1000152,Ballina,"Ballina,New South Wales,Australia",20035,AU,City,Active
1000156,Batemans Bay,"Batemans Bay,New South Wales,Australia",20035,AU,City,Active
1000157,Bathurst,"Bathurst,New South Wales,Australia",20035,AU,City,Active
1000170,Broken Hill,"Broken Hill,New South Wales,Australia",20035,AU,City,Active
1000173,Cessnock,"Cessnock,New South Wales,Australia",20035,AU,City,Active
1000184,Coffs Harbour,"Coffs Harbour,New South Wales,Australia",20035,AU,City,Active
1000200,Dubbo,"Dubbo,New South Wales,Australia",20035,AU,City,Active
1000211,Goulburn,"Goulburn,New South Wales,Australia",20035,AU,City,Active
1000212,Grafton,"Grafton,New South Wales,Australia",20035,AU,City,Active
1000213,Griffith,"Griffith,New South Wales,Australia",20035,AU,City,Active
1000225,Kiama,"Kiama,New South Wales,Australia",20035,AU,City,Active
1000226,Victoria Point,"Victoria Point,Queensland,Australia",20037,AU,City,Active
1000227,Katoomba,"Katoomba,New South Wales,Australia",20035,AU,City,Active
1000233,Lismore,"Lismore,New South Wales,Australia",20035,AU,City,Active
1000234,Lithgow,"Lithgow,New South Wales,Australia",20035,AU,City,Active
1000236,Maitland,"Maitland,New South Wales,Australia",20035,AU,City,Active
1000246,Craigieburn,"Craigieburn,Victoria,Australia",20040,AU,City,Active
1000250,Muswellbrook,"Muswellbrook,New South Wales,Australia",20035,AU,City,Active
1000255,Newcastle,"Newcastle,New South Wales,Australia",20035,AU,City,Active
1000259,Nowra,"Nowra,New South Wales,Australia",20035,AU,City,Active
1000262,Orange,"Orange,New South Wales,Australia",20035,AU,City,Active
1000264,Parkes,"Parkes,New South Wales,Australia",20035,AU,City,Active
1000269,Port Macquarie,"Port Macquarie,New South Wales,Australia",20035,AU,City,Active
1000274,Raymond Terrace,"Raymond Terrace,New South Wales,Australia",20035,AU,City,Active
1000278,Richmond,"Richmond,New South Wales,Australia",20035,AU,City,Active
1000281,Sawtell,"Sawtell,New South Wales,Australia",20035,AU,City,Active
1000284,Singleton,"Singleton,New South Wales,Australia",20035,AU,City,Active
1000286,Sydney,"Sydney,New South Wales,Australia",20035,AU,City,Active
1000287,Tamworth,"Tamworth,New South Wales,Australia",20035,AU,City,Active
1000288,Taree,"Taree,New South Wales,Australia",20035,AU,City,Active
1000304,Wagga Wagga,"Wagga Wagga,New South Wales,Australia",20035,AU,City,Active
1000314,Wollongong,"Wollongong,New South Wales,Australia",20035,AU,City,Active
1000320,Alice Springs,"Alice Springs,Northern Territory,Australia",20036,AU,City,Active
1000322,Darwin,"Darwin,Northern Territory,Australia",20036,AU,City,Active
1000336,Bongaree,"Bongaree,Queensland,Australia",20037,AU,City,Active
1000339,Brisbane,"Brisbane,Queensland,Australia",20037,AU,City,Active
1000341,Buderim,"Buderim,Queensland,Australia",20037,AU,City,Active
1000342,Bundaberg,"Bundaberg,Queensland,Australia",20037,AU,City,Active
1000346,Caboolture,"Caboolture,Caboolture,Queensland,Australia",20037,AU,City,Active
1000347,Cairns,"Cairns,Queensland,Australia",20037,AU,City,Active
1000348,Caloundra,"Caloundra,Queensland,Australia",20037,AU,City,Active
1000358,Dalby,"Dalby,Queensland,Australia",20037,AU,City,Active
1000364,Gladstone,"Gladstone,Queensland,Australia",20037,AU,City,Active
1000366,Gympie,"Gympie,Queensland,Australia",20037,AU,City,Active
1000376,Kingston,"Kingston,Tasmania,Australia",20039,AU,City,Active
1000377,Kawana,"Kawana,Queensland,Australia",20037,AU,City,Active
1000380,Mackay,"Mackay,Queensland,Australia",20037,AU,City,Active
1000382,Maroochydore,"Maroochydore,Queensland,Australia",20037,AU,City,Active
1000383,Maryborough,"Maryborough,Queensland,Australia",20037,AU,City,Active
1000388,Mount Isa,"Mount Isa,Queensland,Australia",20037,AU,City,Active
1000390,Nambour,"Nambour,Queensland,Australia",20037,AU,City,Active
1000392,Nerang,"Nerang,Queensland,Australia",20037,AU,City,Active
1000401,Redcliffe,"Redcliffe,Redcliffe,Queensland,Australia",20037,AU,City,Active
1000404,Rockhampton,"Rockhampton,Queensland,Australia",20037,AU,City,Active
1000412,Toowoomba,"Toowoomba,Queensland,Australia",20037,AU,City,Active
1000414,Townsville,"Townsville,Queensland,Australia",20037,AU,City,Active
1000415,Warwick,"Warwick,Queensland,Australia",20037,AU,City,Active
1000422,Adelaide,"Adelaide,South Australia,Australia",20038,AU,City,Active
1000438,Gawler,"Gawler,South Australia,Australia",20038,AU,City,Active
1000449,Mount Gambier,"Mount Gambier,South Australia,Australia",20038,AU,City,Active
1000450,Murray Bridge,"Murray Bridge,South Australia,Australia",20038,AU,City,Active
1000456,Port Augusta,"Port Augusta,South Australia,Australia",20038,AU,City,Active
1000457,Port Lincoln,"Port Lincoln,South Australia,Australia",20038,AU,City,Active
1000458,Port Pirie,"Port Pirie,South Australia,Australia",20038,AU,City,Active
1000469,Whyalla,"Whyalla,South Australia,Australia",20038,AU,City,Active
1000476,Burnie - Somerset,"Burnie - Somerset,Tasmania,Australia",20039,AU,City,Active
1000479,Devonport,"Devonport,Tasmania,Australia",20039,AU,City,Active
1000480,Hobart,"Hobart,Tasmania,Australia",20039,AU,City,Active
1000481,Launceston,"Launceston,Tasmania,Australia",20039,AU,City,Active
1000485,Ulverstone,"Ulverstone,Tasmania,Australia",20039,AU,City,Active
1000490,Bacchus Marsh,"Bacchus Marsh,Victoria,Australia",20040,AU,City,Active
1000491,Bairnsdale,"Bairnsdale,Victoria,Australia",20040,AU,City,Active
1000492,Ballarat,"Ballarat,Victoria,Australia",20040,AU,City,Active
1000498,Bendigo,"Bendigo,Victoria,Australia",20040,AU,City,Active
1000521,Cranbourne,"Cranbourne,Victoria,Australia",20040,AU,City,Active
1000530,Echuca,"Echuca,Victoria,Australia",20040,AU,City,Active
1000537,Geelong,"Geelong,Victoria,Australia",20040,AU,City,Active
1000549,Horsham,"Horsham,Victoria,Australia",20040,AU,City,Active
1000550,Palmerston City,"Palmerston City,Northern Territory,Australia",20036,AU,City,Active
1000567,Melbourne,"Melbourne,Victoria,Australia",20040,AU,City,Active
1000568,Melton,"Melton,Victoria,Australia",20040,AU,City,Active
1000571,Mildura,"Mildura,Victoria,Australia",20040,AU,City,Active
1000572,Moe - Newborough,"Moe - Newborough,Victoria,Australia",20040,AU,City,Active
1000576,Morwell,"Morwell,Victoria,Australia",20040,AU,City,Active
1000588,Colac,"Colac,Victoria,Australia",20040,AU,City,Active
1000590,Pakenham,"Pakenham,Victoria,Australia",20040,AU,City,Active
1000593,Portland,"Portland,Victoria,Australia",20040,AU,City,Active
1000594,Central Coast,"Central Coast,New South Wales,Australia",20035,AU,City,Active
1000599,Casino,"Casino,New South Wales,Australia",20035,AU,City,Active
1000602,Sale,"Sale,Victoria,Australia",20040,AU,City,Active
1000605,Shepparton - Mooroopna,"Shepparton - Mooroopna,Victoria,Australia",20040,AU,City,Active
1000609,Sunbury,"Sunbury,Victoria,Australia",20040,AU,City,Active
1000614,Traralgon,"Traralgon,Victoria,Australia",20040,AU,City,Active
1000616,Wangaratta,"Wangaratta,Victoria,Australia",20040,AU,City,Active
1000620,Warrnambool,"Warrnambool,Victoria,Australia",20040,AU,City,Active
1000630,Albany,"Albany,Western Australia,Australia",20041,AU,City,Active
1000635,Broome,"Broome,Western Australia,Australia",20041,AU,City,Active
1000636,Bunbury,"Bunbury,Western Australia,Australia",20041,AU,City,Active
1000637,Busselton,"Busselton,Western Australia,Australia",20041,AU,City,Active
1000650,Geraldton,"Geraldton,Western Australia,Australia",20041,AU,City,Active
1000652,Hervey Bay,"Hervey Bay,Queensland,Australia",20037,AU,City,Active
1000653,Kalgoorlie - Boulder,"Kalgoorlie - Boulder,Western Australia,Australia",20041,AU,City,Active
1000654,Karratha,"Karratha,Western Australia,Australia",20041,AU,City,Active
1000658,Kwinana Town Centre,"Kwinana Town Centre,Western Australia,Australia",20041,AU,City,Active
1000662,Mandurah,"Mandurah,Western Australia,Australia",20041,AU,City,Active
1000665,Gold Coast,"Gold Coast,Queensland,Australia",20037,AU,City,Active
1000676,Perth,"Perth,Western Australia,Australia",20041,AU,City,Active
1000678,Port Hedland,"Port Hedland,Western Australia,Australia",20041,AU,City,Active
1000679,Rockingham,"Rockingham,Western Australia,Australia",20041,AU,City,Active
1000683,Bad Tatzmannsdorf,"Bad Tatzmannsdorf,Burgenland,Austria",20042,AT,City,Active
1000684,Eisenstadt,"Eisenstadt,Burgenland,Austria",20042,AT,City,Active
1000685,Grosspetersdorf,"Grosspetersdorf,Burgenland,Austria",20042,AT,City,Active
1000686,Jennersdorf,"Jennersdorf,Burgenland,Austria",20042,AT,City,Active
1000687,Landsee,"Landsee,Burgenland,Austria",20042,AT,City,Active
1000688,Lockenhaus,"Lockenhaus,Burgenland,Austria",20042,AT,City,Active
1000689,Mattersburg,"Mattersburg,Burgenland,Austria",20042,AT,City,Active
1000690,Neusiedl am See,"Neusiedl am See,Burgenland,Austria",20042,AT,City,Active
1000691,Oberpullendorf,"Oberpullendorf,Burgenland,Austria",20042,AT,City,Active
1000692,Oberwart,"Oberwart,Burgenland,Austria",20042,AT,City,Active
1000693,Parndorf,"Parndorf,Burgenland,Austria",20042,AT,City,Active
1000694,Wimpassing an der Leitha,"Wimpassing an der Leitha,Austria",2040,AT,City,Active
1000695,Arnoldstein,"Arnoldstein,Carinthia,Austria",20043,AT,City,Active
1000696,Bad Sankt Leonhard im Lavanttal,"Bad Sankt Leonhard im Lavanttal,Carinthia,Austria",20043,AT,City,Active
1000697,Bad Bleiberg,"Bad Bleiberg,Carinthia,Austria",20043,AT,City,Active
1000698,Feistritz an der Drau,"Feistritz an der Drau,Carinthia,Austria",20043,AT,City,Active
1000699,Frantschach,"Frantschach,Carinthia,Austria",20043,AT,City,Active
1000700,Friesach,"Friesach,Carinthia,Austria",20043,AT,City,Active
1000701,Klagenfurt,"Klagenfurt,Carinthia,Austria",20043,AT,City,Active
1000702,Mallnitz,"Mallnitz,Carinthia,Austria",20043,AT,City,Active
1000703,Neudorfl,"Neudorfl,Burgenland,Austria",20042,AT,City,Active
1000704,Radenthein,"Radenthein,Carinthia,Austria",20043,AT,City,Active
1000705,Treffen,"Treffen,Carinthia,Austria",20043,AT,City,Active
1000707,Villach,"Villach,Carinthia,Austria",20043,AT,City,Active
1000708,Wernberg,"Wernberg,Carinthia,Austria",20043,AT,City,Active
1000709,Amstetten,"Amstetten,Lower Austria,Austria",20044,AT,City,Active
